user_id	playtime_forever	playtime_2weeks	appid
	0		259620
	610		261030
	56		252150
	0		233190
	0		262260
	198		238430
	0		247870
	0		263360
	0		266330
	128		257750
	0		221100
	0		267920
	0		267980
	60		218640
	220		268750
	0		269790
	99		270170
	0		270550
	0		267670
	0		270750
	0		270760
	0		254460
	0		254480
	0		271860
	0		273110
	0		222880
	0		274900
	254		34800
	0		278460
	0		278490
	279		222900
	0		282440
	0		283290
	0		283350
	0		285840
	0		287100
	0		287120
	0		291550
	0		292380
	0		292410
	0		292630
	0		266840
	0		293840
	15806		295110
	0		362300
	9		433850
	0		439700
	0		295930
	192		296240
	0		296910
	47		297020
	0		351030
	0		298520
	48		238460
	0		299460
	0		303390
	0		250400
	0		63380
	0		307070
	0		251970
	0		311250
	0		312990
	0		227940
	0		314280
	240		316610
	0		315260
	0		318430
	78		318600
	357		321110
	54		322170
	1015		239140
	0		223650
	0		328940
	0		268050
	413		730
	0		333930
	0		303260
	291		252490
	0		2400
	0		2420
	0		2430
	199		304240
	103		301640
	0		332500
	0		348450
	0		348670
	75		107410
	1701		351510
	0		351570
	0		352950
	327		235540
	215		359810
	7042		232090
	0		232150
	740		362680
	72		363460
	0		363480
	0		363600
	0		363620
	19		366180
	0		366610
	0		366700
	0		343100
	0		370190
	91		381210
	0		382240
	0		596440
	0		382300
	0		384110
	0		385830
	1		386880
	78		352460
	0		394510
	0		398710
	0		402020
	0		234140
	0		409560
	0		247730
	463		236110
	1555		413150
	0		311210
	0		418070
	0		434730
	136		448510
	109		449540
	0		460890
	0		486820
	107		469820
	0		489520
7.65612E+16	1907		4000
	119		252950
	60		352460
7.65612E+16	3404		4000
	2609		10090
	10		8190
	0		620
	1227		72850
	64		104900
	451		230410
	0		238960
	4		209870
	11		248570
	115		224260
	33		218620
	131		252490
	2577		252950
	583		265930
	46		278360
	26		301520
	11		227940
	254		289650
	12537	4	730
	17		250900
	83		339610
	324		346010
	41		361630
	2037		292030
	18		381210
	1398		352460
	59		391720
	55		414700
	3348		311210
	0		455130
	294		391220
	61		207140
	0		485380
	36		273350
7.65612E+16	1		33910
	1411		33930
	1		219540
	56634		730
	1		202970
	659		202990
	628		212910
	1611		230410
	0		224580
	11407		271590
	135		270450
	11958		295110
	0		362300
	2013		433850
	0		439700
	273		209650
	1347		209660
	629		333930
	83		352460
	36		431960
	34		453480
	2825		550650
	13879		578080
7.65612E+16	0		10
	0		80
	0		100
	0		240
	13670	86	4000
	5346		10090
	612		550
	0		223530
	322		22380
	2536		105600
	135		104900
	352		215280
	376		49520
	211		218680
	0		17080
	3		102700
	0		109600
	23		200210
	0		212160
	0		212800
	6		218230
	5798		230410
	0		236390
	2534		238960
	71		206480
	0		209870
	0		217750
	0		218170
	0		233630
	0		271290
	0		291150
	0		224260
	39		235340
	1		256410
	159		210770
	645		35720
	2031		251570
	494		252490
	0		253490
	2685		264710
	326		211820
	0		367540
	451		268750
	7862		269210
	260		270550
	0		273110
	149		296470
	0		298240
	101		299720
	5		301520
	20		302830
	3887		304050
	0		304930
	60		291480
	21		227940
	1		316010
	416		323370
	0		326960
	2		227180
	1		330760
	8		730
	0		333930
	6		277950
	10		339610
	1		342980
	28		344760
	99		346900
	0		339280
	263		355180
	19		355840
	44		356670
	1037		363970
	68		364470
	0		322330
	11775		372800
	0		385510
	77		386360
	696		291550
	7		389430
	886		352460
	115		391460
	509		394310
	0		399660
	634		407510
	1415		236110
	8099	32	280790
	224		431240
	1293		433340
	321		434570
	155		434730
	5837		444090
	0		596350
	118		448240
	4		449140
	7		461560
	329		466170
	0		488470
	394		489560
	1091		495910
	8		314010
	0		496920
	2		516510
	28		519140
	6		533780
	15		545650
	185		563560
	13094	3390	582660
	98		588430
	11		593620
	0		612290
7.65612E+16	38		240
	41892		4000
	446		1250
	0		35420
	681		6060
	1107		550
	0		223530
	1		8190
	2753		12220
	2420		33220
	189		20920
	497		24240
	1006		72850
	0		17300
	42		17330
	0		17340
	497		108800
	1511		202170
	25277		730
	1174		207210
	667		205100
	0		205790
	6812		219640
	314		215470
	5858		220240
	2237		230410
	0		224260
	621		227100
	9		229580
	3490		218620
	6400	875	251570
	8455		252490
	11291		252950
	10805		107410
	40		49520
	210		211820
	0		367540
	121003	714	221100
	2612		222880
	691		275850
	1222		48700
	51176		290080
	108		295110
	0		362300
	0		433850
	0		439700
	0		222900
	970		298110
	804		299740
	15476		243470
	39		312530
	255		313120
	67		227940
	2392		241930
	62		322770
	249		327140
	4202		344760
	5886		346110
	0		407530
	58		348250
	99		351510
	2014		255710
	3786		359320
	1		365720
	805		292030
	0		230230
	0		373420
	6919		377160
	0		380600
	434		382000
	541		382110
	78		352460
	201		400760
	15575		393380
	46		412740
	80		418650
	1549		420290
	0		422630
	23		425720
	248		436320
	2962		440900
	116		447500
	372		450390
	52		450540
	138		451840
	8		453190
	63		457960
	1		461180
	5		471630
	453		471710
	561		484870
	25		488760
	2107		496240
	103		503770
	1128		505700
	7843		489830
	13		530120
	0		531270
	39		555160
	13174		578080
	17		578620
7.65612E+16	231		70
	1045		240
	60446		4000
	539		1250
	0		35420
	1174		6060
	11384		550
	0		223530
	348		31280
	746		70000
	606		620
	315		99900
	9		102700
	791		104700
	13		200210
	1		215870
	467		238960
	0		209870
	16		214420
	13		250600
	1789		224260
	146		232010
	135		265930
	338		273110
	392		224480
	35		274920
	778		225840
	384		246620
	1909		301520
	0		302830
	2		304050
	2409		304930
	0		291480
	0		268420
	0		222900
	175		319510
	0		326960
	0		17570
	2186		332070
	0		333930
	1681		334230
	42		349480
	0		355180
	0		355840
	5972		322330
	0		391270
	128		352460
	25		397100
	28		299360
	304		434570
	438		427920
	0		273350
7.65612E+16	819		220
	3254		240
	0		320
	23		340
	0		20
	0		50
	99		70
	0		130
	0		360
	179		380
	21606		4000
	847		9050
	236		9070
	4		400
	221		420
	12		20900
	408		500
	1447		10090
	379		17470
	12		24740
	261	2	6060
	98		35000
	254		11450
	0		12710
	0		12810
	872		550
	0		223530
	89		8850
	0		409720
	0		35140
	21		21090
	0		21110
	0		21120
	11		22610
	0		17410
	0		22380
	10		40800
	148		47870
	35		9010
	583		47780
	641		620
	0		20920
	13		105300
	0		96100
	15		48000
	102		2210
	86		91310
	51		24240
	4380		65800
	3		102600
	21		9200
	933		72850
	68		204030
	23		2400
	0		2420
	0		2430
	0		64000
	4		204340
	12		102500
	960		22600
	471		207170
	830		207250
	0		108800
	12		12750
	1584		1250
	0		35420
	16		108710
	0		202750
	118		201790
	46		207650
	26093		730
	37		35700
	0		35720
	234		204300
	1618		208500
	15266		49520
	175		214360
	0		234740
	958		200710
	959	74	204360
	199		200510
	1600		200170
	2997		219640
	60		4920
	43		220240
	10		213610
	38		17460
	0		24980
	629		226700
	42		212480
	0		230410
	2492		238960
	7		214420
	5		223710
	940		232450
	0		271290
	120		224260
	0		226320
	41		239220
	28		246280
	5542		256410
	30040		8930
	727		227100
	366		203160
	637		221380
	1779		219740
	4616		322330
	8		222730
	3		70600
	34		208090
	84		242760
	0		243950
	277		226720
	10		239070
	214		248820
	11131		218620
	600		233840
	0		47790
	10		47830
	0		249650
	143		222880
	229		251170
	1821	1346	251730
	1958		252490
	11092		252950
	67		249990
	891		255480
	381		247910
	0		238430
	0		209160
	485		209170
	532		40950
	22		263280
	0		367690
	2329		266840
	51		247730
	2860		271590
	0		273110
	3		277430
	187		277930
	0		282440
	314		286160
	1		291410
	34		291550
	160		201810
	90		246900
	0		255520
	0		265210
	19		35450
	0		236830
	0		238460
	370		301640
	190		301970
	79		302270
	0		302830
	11149		304050
	318		304930
	0		63380
	0		227700
	0		310560
	0		314830
	0		255070
	0		253510
	62		296470
	1577		65980
	0		323370
	176		323850
	30		241930
	326		258970
	238		327690
	253		289130
	363		330830
	26		305620
	1628	142	334230
	0		336670
	33		339200
	0		342150
	28		307880
	0		355180
	368		326460
	741		344760
	2698		261640
	4747		232090
	0		232150
	0		369200
	0		267750
	4562	132	381210
	0		386360
	1067		386940
	1166		391040
	189		352460
	0		391540
	8036		394230
	2166		236110
	24		50620
	0		388410
	0		462780
	9466	13	413150
	0		280790
	6107		359550
	0		623990
	18		429680
	636		431240
	90		391220
	151		364360
	0		444090
	0		596350
	1118		377160
	720		379720
	3927	1863	289070
	0		499520
	0		273350
	108		385760
	357		504370
	61		530620
	2515		531640
	705		493340
	0		563560
	11396	42	578080
	103		582500
	0		626680
	0		468630
	0		368420
7.65612E+16	359		304930
7.65612E+16	4024		4000
	149		206210
	0		39000
	0		226320
	22		246280
	0		301520
	308		304930
	7		291480
	71		41300
	277		323850
	633		298630
	0		355180
	60		356370
	366		389570
	437		352460
	127		438600
	149		385730
7.65612E+16	43		240
	0		300
	0		320
	16084		4000
	7555		10090
	14		33910
	267	41	6060
	333		218680
	117		208090
	372		212800
	146		236390
	16		248570
	55		253710
	9		65790
	532		242760
	1454		224540
	346		218620
	107902	1304	252490
	1452		252950
	145		107410
	325		260230
	434		228380
	182		272860
	176		274190
	429		284160
	2414	530	285900
	29		286160
	621		295110
	0		362300
	324		433850
	0		439700
	31		301520
	0		304030
	5964		304930
	1		310380
	1991		291480
	142		227940
	33		274900
	87592	303	730
	0		282070
	2225		333930
	242		344760
	1000		346110
	0		407530
	0		349700
	61		355180
	3		357770
	110		369200
	0		382850
	81		291550
	178		352460
	94		391460
	49		427270
	128		431240
	0		431710
	224		434570
	6		475550
	503		223100
	254		359550
	0		623990
	2997	580	505040
	117		555570
	99		555750
	4560		447040
	69		436520
	15378	1990	578080
	943		584210
	3385		460930
	9	9	615050
7.65612E+16	6348		4000
	289		550
	0		223530
	47		105600
	187		230410
	25		243870
	595		207140
	0		368730
	4972		271590
	21		222880
	190		285900
	7707		304050
	159		304930
	222		227940
	3		317470
	990		45760
	301		307690
	11568		730
	512		323470
	0		333930
	60		344760
	719		346110
	0		407530
	123		349700
	42		355180
	13		355840
	4438	56	381210
	249		352460
	24		397900
	15858		359550
	8		623990
	1046		310950
	460		431960
	31		546390
	25514	3870	578080
	2		578310
7.65612E+16			
7.65612E+16	0		218230
	0		273110
	0		282440
	61		304930
	0		308460
	29		227940
	21049		730
	0		337110
	0		343170
	0		343360
	0		357280
	0		358840
	0		377310
	0		383580
	0		385150
	0		390910
	873		352460
7.65612E+16	32287	91	4000
	638		240
	191		10180
	27		10190
	3662		550
	1		223530
	641		24960
	159		8190
	385		12220
	104		42910
	393		620
	316		2400
	31		2420
	0		2430
	142		204360
	153		219640
	44		223470
	2		51100
	32		113400
	14		203290
	130		230410
	25		236390
	0		243870
	21		223710
	65		262410
	16		265630
	515		224260
	46		226320
	16		253710
	1		224580
	1243		203160
	2341		242760
	235		218620
	1531		209000
	5985	117	252490
	767		252950
	644		107410
	531		238430
	705		221100
	1118		222880
	247		286160
	1490		295110
	0		362300
	477		433850
	0		439700
	9		298240
	541		301520
	5180		304930
	2		291480
	11		244630
	44		227940
	0		205790
	58074	259	730
	118		333930
	80		287290
	3		339280
	6		355840
	462		361420
	20		380600
	12		391460
	298		393380
	542		349040
	21414		359550
	0		623990
	125		244930
	39		444090
	0		596350
	1444		365590
	0		524440
	1		450390
	44		273350
	37		527340
	22		530700
	13061	727	578080
	105	105	582550
	79		593880
	150	150	674940
7.65612E+16	0		400
	698		1250
	0		35420
	0		620
	1274		205100
	0		203140
	0		205930
	64		223710
	17022		250900
	1101		278890
	2776		295110
	0		362300
	43		433850
	0		439700
	37		304050
	5132		304930
	1666	103	311690
	1		327690
	238		563560
	94		582500
7.65612E+16	82		1520
	0		240
	13630		4000
	138		33910
	13		34900
	108		22370
	21		33930
	0		219540
	832		50130
	298		47810
	1244		202170
	1176		730
	2822		218680
	97		57690
	162		218230
	407		236390
	12		265630
	92		34870
	0		65790
	3111		233450
	141		233720
	570		242760
	206		244850
	416		239030
	4891		218620
	1420	160	235600
	6418		107410
	2284	184	243470
	128		221910
	155		265930
	8437		221100
	300		222880
	0		35450
	903		236830
	1072		298630
	804		203140
	0		205930
	0		304050
	864		304930
	46		291480
	418		313120
	114		206420
	0		205790
	2727		239140
	1805		261640
	0		24240
	2889		344760
	7		369580
	6571		377160
	145		386700
	537		352460
	167		394310
	54		427730
	15458	1268	359550
	83	83	623990
	210		503560
	182		550040
7.65612E+16	261		10
	0		80
	16		100
	0		205790
	1330		207230
	242		238960
	98		202090
	50		224260
	169		251970
	188		222900
	11		316390
	12		322330
	384		236110
7.65612E+16	278		4000
	26		202970
	683		202990
	202		212910
	20		206210
	281		208090
	0		218230
	1		209870
	61		253710
	26		239200
	9		291210
	0		294040
	429		291480
	542		227940
	26907		730
	2767		333930
	18		350990
	63		8850
	0		409720
	0		371570
	1871		299360
	23		407530
	0		421040
	11		444560
	0		442080
	300		273350
7.65612E+16	2150		4000
	7		91900
	8		91600
	0		91200
	199		35450
	0		236830
	0		203770
	115482		730
	19		200510
	270		11020
	3391		102700
	0		206210
	746		230410
	9		209870
	1		234190
	2190		210770
	4		239450
	188		218620
	5		247120
	0		257890
	0		251970
	497		273110
	0		275490
	0		287120
	103		304930
	143		63380
	0		227700
	132		291480
	0		316010
	0		317400
	0		325630
	0		24240
	7		335330
	0		349480
	0		389570
7.65612E+16	24055	3	4000
	345		24740
	7		23490
	69		8190
	174		42910
	0		41210
	0		221180
	8		9350
	2		61310
	476		207610
	20		212680
	1		205910
	35308		730
	106		204300
	0		41800
	4		63710
	0		94200
	0		207420
	1		202970
	1019		202990
	24		212910
	2		221640
	11		227280
	0		368730
	356		109600
	25		113420
	3		203290
	328		208090
	1		218230
	215		230410
	408		236390
	810		238960
	1507		240320
	144		248570
	150		265630
	138		202090
	111		224260
	304		253710
	0		224220
	263		8870
	0		225420
	0		243280
	829		224540
	820		207140
	723		206420
	0		252310
	3320	121	252950
	1		253980
	0		254040
	0		263120
	0		263320
	0		265380
	0		268240
	2		271640
	0		271860
	70		273110
	586		222880
	78		251570
	3082		48700
	14		278970
	25		282440
	0		301220
	66		302830
	891		304050
	4534	127	304930
	322		238090
	1		8980
	0		49520
	937		217490
	1908		312530
	0		312990
	184		227940
	0		315260
	0		315830
	272		205790
	975		238010
	0		323460
	416		323850
	0		327690
	31		316390
	396		349700
	9		355840
	129		238370
	0		397080
	26		380840
	25		382490
	117		352460
	193		393420
	0		445900
	2629		444090
	0		596350
	0		550040
	0		555570
	1792		218620
7.65612E+16	131		240
	927		4000
	564		6200
	0		6880
	53		4540
	0		4550
	0		475150
	170		400
	49		12900
	176		15100
	413		12200
	23		17390
	0		17440
	131		27400
	696		23310
	47		1250
	0		35420
	33		7510
	0		9870
	0		24720
	37		35700
	0		6830
	1		37400
	38		37420
	0		23490
	1395		550
	0		223530
	0		33230
	73		8190
	86		21130
	16		17410
	547		70400
	43		50620
	0		462780
	140		8980
	1217		47810
	34		58520
	90		63700
	0		31280
	404		18000
	0		18020
	0		48190
	131		63710
	97		71250
	296		71260
	8		91800
	62		63000
	19		91600
	0		95300
	16		91810
	920		620
	9		56400
	1132		104700
	5261		105600
	42		92100
	0		91700
	0		42160
	0		206980
	0		21100
	163		19680
	37		107300
	52		107310
	27		22230
	199		70420
	265		33460
	246		107100
	276		42910
	0		43190
	1815		65800
	58		102600
	0		201870
	357		200910
	15		72850
	33		200190
	33		201290
	0		41070
	0		564310
	227		15500
	17		15520
	113		15540
	0		15560
	90		46450
	0		46570
	0		261720
	0		203810
	0		520720
	35		98800
	0		205790
	44		220
	0		340
	464		2400
	73		2420
	10		2430
	1387		105450
	13		205690
	25		207650
	125		208090
	17		26500
	27		61600
	13		111100
	10		112100
	86		63500
	474		110800
	79		207320
	364		96400
	50		203630
	91		104900
	57		37000
	272		212680
	85		42170
	134		3830
	78		48000
	50		57300
	289		204060
	110		26800
	12		40800
	281		209830
	23		214420
	16		205910
	0		213030
	582		55230
	514		108710
	0		202750
	36		211580
	277		207750
	1218		204300
	103		209080
	114		209270
	0		8330
	13		215510
	90		200510
	116		214790
	435		214830
	35		214560
	12		220780
	302		204360
	976		49520
	221		221260
	914		200710
	23		204630
	234		218680
	68		219150
	0		4920
	49		214610
	0		212110
	91		204960
	414		45740
	0		45770
	0		201790
	171		219950
	124		223390
	6		219680
	79		218130
	0		35720
	299		212480
	27		204080
	205		99900
	656		109400
	320		200210
	165		212160
	519		212200
	1901		230410
	152		238960
	27		223710
	0		286100
	0		202090
	1722		235340
	63		231200
	1428		8930
	55		225260
	255		203160
	48		225420
	43		226740
	77		230050
	235		233470
	0		8870
	8		227480
	270		210770
	0		224760
	63		234710
	73		222730
	202		236090
	0		237570
	75		231740
	26		39140
	42		244710
	108		9480
	109		40390
	28		225640
	2577		246280
	0		246900
	0		255520
	0		265210
	52		247020
	215		225080
	68		239030
	8		248390
	852		248820
	485		218620
	37		238280
	45		249630
	542		239820
	83		249950
	0		236850
	83		237890
	485		250260
	910		250320
	111		222900
	23		251270
	150		251970
	211		251990
	581		252490
	24		252730
	443		252950
	48		208610
	165		245170
	84		249990
	137		249130
	319		247660
	555		249330
	14		257710
	164		259530
	1		259940
	0		260000
	3		94400
	0		260130
	104		221910
	0		260790
	42		261110
	344		262060
	0		238430
	0		262390
	0		263740
	23		263820
	12		264140
	9		264280
	17		264300
	0		265790
	97		265930
	1566		266210
	14		266840
	98		39150
	4618		211820
	0		367540
	0		214170
	0		219760
	186		230230
	0		373420
	0		218640
	172		249050
	0		268870
	246		269210
	90		269710
	18		269790
	224		270210
	0		270450
	94		258010
	66		272060
	183		224480
	135		274290
	363		274310
	9		274920
	32		275200
	59		277930
	0		278100
	826		213670
	0		279900
	16		280040
	9		280460
	308		246620
	492		282900
	0		4560
	0		4760
	173		34010
	147		205230
	0		228200
	0		4700
	23		34270
	0		99300
	0		203750
	79		246580
	0		285310
	26		285580
	689		285740
	17		285980
	464		236430
	0		291610
	153		293240
	211		293260
	19		293560
	188		293740
	43		256290
	158		294860
	89		297110
	660		289130
	284		282800
	268		298260
	258		238460
	0		299010
	126		237930
	736		214190
	2252		292120
	802		292140
	117		301520
	142		293860
	88		303210
	447		304050
	0		304930
	65		250400
	223		224600
	52		307290
	0		307880
	8		310070
	35		227700
	0		310510
	1		280740
	0		311480
	0		312310
	0		312520
	211		312530
	239		268420
	23		314120
	0		265590
	1147		206420
	74		247080
	0		298520
	0		240970
	432		215080
	25		317410
	26		233720
	54		293500
	289		258160
	0		319510
	0		320140
	521		320240
	0		320300
	0		322190
	0		287450
	35		323060
	41		323320
	0		302510
	42		327310
	77		327510
	176		327690
	0		214490
	0		329380
	355		115100
	0		275180
	0		331340
	0		730
	104		332800
	253		282070
	1863		333980
	0		91200
	0		209540
	508		334230
	10		43160
	1300		236110
	45		335190
	122		335790
	161		336380
	94		219740
	985		322330
	0		337850
	2135		319630
	78		332500
	0		343710
	0		344850
	0		301910
	430		346730
	384		343360
	1333		346900
	1		347630
	448		347830
	212		266510
	0		349720
	20		245470
	0		350970
	277		351040
	25		297130
	93		291650
	0		275100
	97		354290
	168		355530
	67		356670
	19		357300
	227		345350
	11		297120
	421		358090
	0		358960
	211		359310
	259		359870
	1		359960
	0		232090
	0		232150
	424		361800
	0		362890
	233		363970
	146		364470
	100		274270
	0		367450
	6		370360
	892		372000
	77		372360
	12		372800
	44		373990
	119		274560
	269		376870
	1986	68	381210
	11		382490
	10		383080
	8		383790
	54		384190
	629		351970
	117		385330
	52		385370
	555		385770
	19		386010
	944		386360
	432		290340
	515		291550
	80		390290
	162		389570
	83		352460
	1845		391540
	423		312780
	0		24010
	0		393420
	0		445900
	88		394310
	142		395170
	22		397460
	104		331600
	0		400170
	12		400180
	0		401810
	37		402430
	1391		402840
	163		407840
	389		409000
	72		247730
	14		410380
	17		410820
	376		369200
	342		413150
	21		413170
	156		280790
	0		311210
	86		417860
	388		418340
	0		418950
	0		271920
	202		232810
	8		422420
	60		423580
	0		268500
	251		210970
	57		428690
	22		429790
	294		431240
	71		433340
	8		424280
	0		438790
	43		420790
	0		364360
	10		205950
	3		443810
	2261	47	444090
	0		596350
	17		449540
	134		454950
	15		310380
	0		458960
	503		459820
	0		474750
	112		480430
	26		485000
	4		485870
	0		355800
	0		494720
	129		273350
	0		386080
	50		503350
	25		391720
	0		506610
	26		402570
	0		508790
	5		368230
	126		496300
	418		466240
	70		513560
	58		518670
	211		493340
	10		521630
	287		524220
	1053		527270
	212		527280
	51		534820
	16		437570
	14		536890
	218		536930
	0		537180
	94		469820
	4		545860
	0		553960
	159		564710
	68		582270
	0		582620
	181		584370
	28		588690
	121		588950
	356		589590
	7		595460
	229		460790
	14		633130
	0		230190
	0		113020
7.65612E+16	3520		4000
	154		2990
	57		6220
	475		1250
	0		35420
	27		33910
	342		33930
	0		219540
	368		42910
	353		620
	2726		105600
	417		205790
	170		204340
	1230		91310
	39		209080
	74763		730
	70		204360
	904		4920
	125		55230
	132		224540
	37		104700
	35		109600
	1284		207230
	29447		230410
	0		236390
	0		258700
	10		272350
	87		265630
	187		202090
	178		206500
	1529		224260
	81		253710
	159		222480
	268		242760
	2039		218620
	8013		252490
	175		247910
	77		108600
	267		550
	0		223530
	22		236510
	33		282440
	21		298240
	1310		304930
	0		224600
	40		317360
	21		258160
	0		6880
	0		8190
	76		250400
	130		21690
	692		24240
	830		322330
	659		339610
	170		389570
	91		444090
	0		596350
	238		466910
	1		537421
7.65612E+16	264		220
	47		340
	815		240
	0		320
	0		360
	0		380
	25372		4000
	0		7670
	27		409710
	0		420
	1246		10090
	869		22340
	3850		550
	0		223530
	362		107100
	105		17710
	442		72850
	327		11610
	1		109400
	0		109600
	152		200210
	0		206210
	0		218230
	0		224320
	1346		230410
	318		238960
	80		223710
	0		233630
	1012		237310
	18		248570
	0		265630
	3		202090
	0		239220
	24		246280
	20		8870
	42		218620
	47		249990
	0		208610
	296		245170
	25		205100
	99		49520
	19		238430
	108		242700
	2544		42910
	150		269210
	26		272060
	0		273110
	1367		274190
	2129		48700
	2481		48720
	844		291860
	1104		301640
	74		304050
	0		304270
	173		304430
	606		304930
	178		302380
	17		227700
	4473		311690
	78		312990
	774		313120
	16		227940
	18		314280
	1		316010
	5		317410
	1		258160
	771		322500
	32		211420
	7		331120
	0		331181
	0		333930
	3566		335300
	203		257510
	3408		250900
	106		265000
	1942		242680
	490		340520
	11		342200
	21		342980
	34		346900
	0		349480
	10		355180
	55		8850
	19		409720
	5		356330
	226		356670
	1558		232090
	0		232150
	16		365300
	64		367500
	2030		367520
	78		369200
	561		329050
	6		373330
	964		223470
	808		247080
	0		314680
	0		366080
	127		380600
	389		384490
	16		385770
	0		261570
	282		387290
	10		387860
	80		388090
	237		352460
	1192		391720
	66		402840
	9		236110
	46		422970
	31		437900
	29		244930
	52		457440
	301		257850
	0		488470
	5		496920
	273		273350
	28		525780
	44		204300
7.65612E+16	246		6980
	0		20900
	543		22000
	0		22200
	0		4560
	0		9340
	126		20540
	0		228200
	427		3590
	27		10150
	0		22330
	10		32370
	69		11450
	0		12710
	0		12810
	14		550
	0		223530
	63		31410
	1065		57300
	151		22600
	646		8930
	1880	42	47810
	222		42910
	90		70000
	223		620
	0		39160
	5086		105600
	0		19680
	86		109200
	70		48000
	225		107100
	3		28050
	46		400
	205		113200
	3		102600
	483		200910
	5639		72850
	66		35720
	0		22380
	0		203810
	0		520720
	0		209370
	0		204060
	966		207610
	234		207690
	8		211360
	34		200010
	292		91310
	0		204220
	0		208580
	130		214790
	141		204300
	0		212680
	6623		49520
	24		200710
	0		205790
	436		219150
	201		214510
	0		8870
	0		113020
	0		241600
	178		242760
	0		242880
	23		244710
	33		225080
	0		239350
	14		251870
	0		251990
	1791		252490
	159		219990
	0		238010
	53		251170
	301		259780
	116		260230
	77		238430
	0		261640
	3607		211820
	0		367540
	0		230230
	4750		373420
	36		270630
	0		203160
	0		237990
	0		224480
	0		274170
	0		274190
	75		239160
	751		213670
	63		282800
	47		285330
	670		285740
	1435		286160
	1483		294860
	0		295790
	131		296470
	6		238460
	0		237930
	146		299680
	162		304930
	100		307290
	10		310060
	0		310080
	0		311720
	149	70	312530
	0		232430
	0		255070
	0		316790
	8		313340
	0		241930
	0		323370
	0		214490
	173		324080
	0		339010
	0		324710
	0		249050
	580		335240
	0		257510
	0		250900
	14		340340
	9		341720
	1092		345390
	7012		346110
	0		407530
	209		275100
	0		235540
	0		359050
	0		359390
	52		360870
	6		375950
	4504		377160
	143		352460
	512		391540
	181		252950
	0		245170
	309		406310
	0		407300
	4704		413150
	92		272890
	0		268500
	0		377840
	112		434570
	4310	1111	435150
	657		481510
	118		469820
	200		544330
	0		489830
	3413		493340
	0		219640
	563		654880
	0		368420
7.65612E+16	2948		4000
	120		6200
	25		12210
	43		12810
	6127		550
	1		223530
	191		22370
	10		33910
	40		33930
	0		219540
	3272		8930
	745		42910
	985		620
	2351		105600
	106		70600
	3		24240
	58		42680
	543		42690
	0		205790
	5		102600
	1354		115320
	500		214360
	0		234740
	37352		730
	301		204360
	1054		49520
	1605		217490
	1178		200510
	979		200170
	72		208200
	651		203140
	0		205930
	179		201790
	666		204100
	31		223850
	3620		72850
	40		99900
	421		208090
	0		218230
	2250		230410
	2115		236390
	0		238960
	54		240320
	212		272350
	14		39120
	24		214420
	376		248570
	137		202090
	284		224260
	28		226320
	711		235340
	2315		239220
	31		245550
	0		343450
	19		246280
	609		253710
	0		256410
	67		257730
	118		232910
	549		203160
	255		227180
	2953		233450
	1590		216250
	339		44350
	54		215690
	73		242760
	1		208140
	22		244850
	421		220240
	393		237110
	9117		218620
	552		239820
	399		250320
	280		251570
	1471		252490
	0		253900
	0		254020
	14		249870
	116		241910
	0		259530
	132		238430
	532		261570
	149		264710
	254		108600
	0		9480
	3		55230
	267		206420
	983		265550
	186		265930
	332		267490
	9	9	267530
	394		221100
	45		268870
	10451		271590
	1		273110
	81		252270
	423		274190
	1092		222880
	785		222900
	437		281990
	1735		246620
	166		282140
	168		285520
	0		285580
	258		236430
	14		293540
	21704		228180
	347		213850
	446		289130
	574		238460
	334		286690
	452		287390
	3097		301520
	847		243470
	59		304050
	19		304890
	958		304930
	798		238090
	49		306830
	15		227700
	5		244630
	0		312990
	202		227940
	10		269910
	54		316010
	73		258160
	226		321040
	296		250400
	6		258520
	2		400430
	294		323850
	864		241930
	0		238590
	1168		239140
	82		238320
	1108		65980
	44		331360
	537		274940
	2018		298110
	5		333120
	1514		282070
	35		219740
	1004		322330
	920		273350
	16		301640
	243		346900
	138		307780
	375		266510
	0		346780
	87		287290
	0		351470
	103		226720
	1823		329430
	856		255710
	1050		355840
	224		356130
	245		356570
	116		360170
	541		232090
	0		232150
	336		285920
	285		363930
	0		366890
	43		383180
	364		386360
	8		389570
	59		352460
	1111		252950
	92		394310
	22		247730
	2		13540
	890		359550
	0		623990
	277		429570
	152		437920
	1898		437220
	25		449540
	184		205890
	2866	535	457140
	34756	1739	381210
	237		473970
	171		474750
	0		319630
	359		402570
	1548		466240
	21		516890
	92		397060
	553	553	555570
	287		591960
	0		506540
	0		627690
7.65612E+16	121		3830
	626		550
	0		223530
	93		57300
	0		47810
	0		105600
	0		19680
	0		109600
	0		230410
	0		206480
	308		224260
	166		227100
	417		72850
	0		239350
	0		253330
	0		22120
	0		22140
	0		22180
	2175		8930
	0		286160
	76		304930
	31		310370
	24		268420
	18		310080
	0		323720
	0		238320
	0		268050
	885		319630
	1406		339800
	193		341800
	251		346900
	42		349720
	16		352460
	136		391540
	1		427730
	0		431240
	0		436110
	0		448310
	5		468560
	2		469990
	0		489830
7.65612E+16	0		240
	3067		4000
	42		7670
	22		409710
	0		12900
	1		24740
	1685		47000
	197		48190
	1066		620
	2038		96000
	1052		105600
	0		49600
	4		19680
	328		55230
	0		204060
	767		207610
	275		211580
	0		204300
	5566		205100
	318		215510
	0		200710
	590		218740
	354		221260
	0		201790
	2728		220700
	240		65800
	0		99910
