user_id	playtime_forever	playtime_2weeks	appid
	782		202990
	245		212910
	1149		200710
	416		200170
	40		215470
	30		11020
	1450		102700
	125		109400
	9		109600
	90		218230
	8		230410
	21		238960
	0		258700
	33		242720
	0		245550
	0		343450
	257		233270
	451		224760
	0		40390
	5353		214950
	85		218620
	1229		239820
	10025		252950
	0		233130
	0		255520
	1699		49520
	0		261110
	64		263980
	204	50	266840
	52		94400
	148		48700
	145		213670
	0		216250
	0		284930
	715	96	285900
	0		295690
	332	15	238460
	264		95400
	21		301520
	234		304050
	101		304930
	5		311480
	69		291480
	0		227940
	1172		4700
	0		205790
	0		321040
	228		323370
	162		241930
	0		238320
	0		223650
	109		24240
	72333	198	730
	882		325610
	4138		250900
	982		339610
	2496		346110
	185		407530
	792		346900
	16		351150
	41		359310
	157		363970
	1		365720
	341		367520
	1		369200
	0		247950
	2896		370240
	11		375950
	0		345180
	1560		386360
	763		389730
	0		400110
	1016		311210
	0		455130
	735		236110
	652		413150
	34		280790
	5		272890
	402		391220
	0		427270
	95		360730
	334		433340
	54		424280
	229		438040
	2145		364360
	184		444090
	0		596350
	57		449540
	1		310380
	46		467820
	2442		359550
	0		623990
	0		442080
	492		273350
	453		292030
	14		530700
	0		533200
	0		545100
	69		302590
	231		568810
	73		506540
	0		323580
	745	425	577800
7.65612E+16	11405		4000
	8		63800
	33		42910
	11331	1091	105600
	27		96100
	408		205790
	78		204340
	34681		730
	0		202970
	2561		202990
	232		212910
	168		219680
	89		11020
	0		109600
	481		113400
	431		218230
	445		227240
	1234		236390
	400		214420
	269		265630
	205		202090
	1		246280
	2745		244850
	437		246420
	712		218620
	53		94400
	103		238430
	5383		221100
	3		270370
	0		319060
	1		270550
	35		550
	0		223530
	5647		271590
	54		273110
	890		275850
	0		225840
	144		278970
	8		282440
	0		283310
	0		285580
	349		243470
	0		289840
	0		290730
	0		292390
	689		238460
	2882		301520
	8		302830
	1373		304930
	2		305260
	531		227940
	27		222900
	81		24240
	22		338180
	22		339610
	4		341720
	0		353990
	8		356130
	1569		363970
	790		361800
	26		380600
	406		291550
	4		393410
	0		399270
	346		299360
	162		407530
	14		236110
	1806		431960
	2		424280
	43		454540
	32		205890
	97		273350
	9		506670
	0		554530
	0		566220
	14123	102	578080
	22		611530
	311		506540
	0		617240
7.65612E+16	74		4000
	12		4540
	52		4550
	230		475150
	61		12640
	43		22340
	2		6060
	2370		8930
	1354		42910
	164		70000
	14860		105600
	42		96100
	242		32800
	3159		72850
	307		9200
	39		104900
	66		97330
	89		113200
	1411		204300
	418		200710
	271		204360
	48		209730
	0		219150
	721		205100
	23		223470
	8		221640
	254		223510
	712		226700
	0		228280
	0		6370
	0		51100
	391		99900
	7		109600
	5		113420
	654		200210
	79		208090
	0		212500
	0		218130
	26268		230410
	0		236390
	0		238960
	40		214420
	70		217750
	130		223710
	1		262410
	1		269390
	7		202090
	77		224260
	0		235340
	149		239220
	5		241640
	0		246280
	0		253710
	15		263540
	3289		242760
	1		243950
	160		239350
	0		200510
	21551		218620
	138		233840
	15		249990
	398		219640
	15		207140
	0		251970
	88		252490
	1763		252950
	2900		49520
	0		208610
	0		245170
	0		227020
	0		257990
	0		33770
	29		33780
	350		264710
	85		265930
	302		268750
	3590		550
	0		223530
	41		272060
	0		274170
	0		282140
	0		49600
	37		289090
	0		274190
	8		293260
	13		293560
	0		222900
	38		298160
	22		298260
	71		238460
	53		301520
	8		65790
	0		302830
	908		304030
	1603		304050
	1460		304930
	56		238090
	475		63380
	0		307230
	257		291480
	8		312990
	30		227940
	0		269210
	0		315640
	0		316010
	2		317470
	0		296470
	0		205790
	0		319570
	0		238320
	159		326180
	4		327090
	56		327690
	2		223650
	573		24240
	8		331120
	678		274940
	2509		730
	0		333930
	0		335670
	29		336520
	8		277950
	959		339800
	108	57	342380
	0		316390
	0		343630
	10788		346110
	0		407530
	0		346900
	111		298630
	809		339280
	41		350660
	0		353560
	1582		326460
	0		355840
	0		357070
	2910		306130
	173		363330
	0		363970
	989		364420
	280		364470
	47		240460
	94		367500
	3		368360
	15		370100
	220		238370
	0		397080
	1		371510
	2654		322330
	981		374040
	5		376570
	27		380600
	0		380840
	333		381210
	375		383080
	18173		386360
	139		291550
	0		387840
	1		306040
	86		314020
	0		355150
	353		352460
	0		391420
	0		397770
	10		391260
	0		397500
	0		407230
	231		402180
	194		321960
	0		299360
	0		9480
	0		55230
	1219		206420
	0		301910
	107		410380
	952		236110
	1593		280790
	4371		271590
	0		414730
	0		418070
	52		426000
	128		428690
	4		428950
	28		434420
	79		438040
	0		244930
	141	141	440650
	397		444090
	0		596350
	0		444940
	233		459820
	41		464780
	26		464800
	12		442080
	1798	153	504370
	16		506140
	475		402570
	458		512250
	475	475	518790
	14		530890
	0		534500
	2422		489830
	0		555570
	1386	1386	438740
	141		582500
	9		588430
	142		589870
	270		572520
	1		386180
	87	52	648430
	163	163	674940
	0		323580
	15		682710
	0		22350
	128		368420
7.65612E+16	6713		240
	298		300
	234		320
	22		340
	1220		4000
	749		220
	0		360
	185		380
	208		400
	374		420
	328		12900
	107		15170
	0		11230
	280		12320
	1322		12360
	61		20900
	355		15370
	8808		500
	114		3590
	8347		1250
	0		35420
	2		21690
	19979		550
	0		223530
	3085		10180
	28443		10190
	420		43110
	500		41010
	0		564310
	4		33910
	774		33930
	6		219540
	4229		42700
	8831		42710
	255		40800
	149		47870
	1948		620
	0		70000
	376		22350
	12482		105600
	74		91700
	3269		91310
	286		7940
	1323		42680
	3355		42690
	329		35450
	0		236830
	270		24240
	2178		113200
	80		43190
	632		65800
	3531		72850
	196		15560
	524		41000
	97		15700
	0		15710
	0		15740
	43		15750
	14		204340
	1388		42910
	587		108500
	256		205790
	10		20920
	0		104900
	177		205910
	691		108710
	0		202750
	0		49520
	1963		217490
	1023		209080
	10282	9	730
	482		50650
	837		8930
	441		200510
	12		212680
	840		200710
	1904		220260
	0		218740
	751		4920
	346		201790
	686		34330
	66		224540
	584		227300
	2276		221380
	6742		99900
	731		109600
	1775		113400
	144		218230
	2654		236390
	683		238960
	311		39120
	108		223750
	1213		224260
	312		233450
	33		216250
	554		219740
	2784		322330
	5939		220200
	305		35720
	1007		233980
	573		233250
	0		213850
	1500		244850
	231		239070
	4013		248820
	6869		218620
	591		239820
	0		250180
	119		222880
	811		251170
	132		250400
	76		262280
	481		108600
	3960		221100
	527		211820
	0		367540
	7178	14	271590
	628		232790
	767		246620
	77		222900
	280		296470
	252		263280
	0		367690
	0		63380
	263		227700
	477		260230
	297		317400
	28		312610
	0		326960
	1349		331470
	0		2400
	0		2420
	0		2430
	15		341720
	373		346010
	0		351570
	630		255710
	0		355950
	809		232090
	0		232150
	27		380600
	41		381640
	146		389300
	0		57300
	78		236110
	0		272890
	0		239140
	0		310380
	0		34270
	0		205230
	0		205950
	2105	496	381210
	54		379720
	0		48000
	475		292030
	3330	166	578080
	51		588430
	0		305050
	0		233130
	0		255520
7.65612E+16	193		33910
	8802		33930
	84		219540
	63		22230
	0		24240
	35		72850
	37603		730
	3225		219640
	6		51100
	4919	8	200210
	1428		203290
	176	34	218230
	0		230410
	52		236390
	36		248570
	1570		265630
	65		202090
	3523		218620
	2244		251570
	3302		252950
	1966		214950
	84137	50	107410
	29112		221100
	93	5	270150
	9		270550
	4268		271590
	6388		222880
	127		237870
	365		275850
	972		295110
	0		362300
	5067		433850
	1		439700
	246		296470
	3215		298630
	354		238460
	186		299740
	160		301520
	48		304930
	2384		227700
	40		312530
	147		291480
	331		227940
	203		316010
	65		323370
	787		327070
	984		333930
	635	26	334230
	689		339800
	8494	4	344760
	1363	13	346110
	0		407530
	10		360870
	593		377160
	68		380600
	51		394380
	0		287920
	4699		359550
	0		623990
	828		427730
	649		437220
	0		310380
	70		468250
	208		327030
	836		289070
	830		438740
	9722	216	578080
7.65612E+16	7381	19	4000
	82		10090
	29		17410
	1		10180
	93		10190
	92		31280
	52	3	40800
	72		63500
	146		26800
	1		29180
	71		40700
	3		93200
	88		42910
	11		70000
	367	233	620
	24		95300
	126		105600
	99	99	107100
	1		42680
	239		42690
	0		3830
	0		65800
	642		41070
	12		564310
	87		205350
	470		7670
	0		409710
	467		115320
	110	30	50300
	327		91310
	119		57900
	35125	423	730
	36		205950
	501		204300
	853		204360
	38		202970
	477		202990
	22		212910
	261	3	219150
	82		204630
	115		214560
	222		219640
	217		223470
	29		17080
	261		51100
	78		99900
	36		102700
	8		104700
	22		113400
	78		200210
	132		208090
	1		212800
	7		218130
	33		218230
	26		230410
	36		236390
	6		238070
	94		286080
	204		209870
	0		223390
	31		248570
	48		262410
	208	10	265630
	0		202090
	11		224260
	3		253710
	1037		8870
	113		225140
	37		113020
	39	2	224760
	739		219740
	221		322330
	229		234710
	12		233270
	1		236090
	237		35720
	17		2270
	120		225160
	24		224540
	4		10
	73		20
	0		30
	0		40
	0		50
	67		60
	157		70
	50		80
	0		100
	0		130
	68		220
	860	10	240
	19		280
	1569		300
	55		320
	0		340
	0		360
	0		380
	1		400
	0		420
	0		500
	1039		550
	0		223530
	56		218820
	0		225080
	138		242550
	330		239350
	2038		250340
	1207		250900
	8		251630
	8931		252490
	79	79	252610
	22		236450
	352		49520
	539		207610
	2		234670
	32		257710
	86		257750
	106		242700
	236		238430
	507		261030
	264		261490
	238		263060
	958		265930
	678		211820
	0		367540
	1		268850
	327	327	268910
	23		270450
	0		270510
	1155	27	271590
	60	60	232790
	291		273110
	113		224480
	916		222880
	151		274900
	15		275100
	0		349740
	3		282440
	117		282780
	722		285900
	116	45	290770
	85		290930
	22		291210
	7		293180
	669		201810
	39		295110
	0		362300
	1320		433850
	0		439700
	15		295610
	99		298240
	312		238460
	1		299840
	454		286690
	0		287390
	570		301520
	74	74	302710
	1		304050
	1014		304930
	10		310370
	47		311690
	1014		312530
	680		291480
	164		312990
	22		227940
	155	25	317360
	20		317400
	67		233720
	0		205790
	0		203160
	34		321040
	0		17580
	91		312150
	18		41300
	702		274170
	256		322170
	267		322500
	46	46	242640
	615		323850
	138		241930
	0		326960
	87		327890
	83		313690
	0		308420
	1		330830
	9		17570
	950		298110
	2812		218620
	170		333930
	177		334230
	59		335330
	342		337320
	19		338180
	47		339120
	101		242680
	0		341190
	163		346010
	11		346120
	145		342480
	1194		307780
	16	16	348020
	168		298630
	75		355180
	0		355840
	0		8850
	105		409720
	174		356570
	1		356640
	73		297130
	3		359050
	15		1250
	0		35420
	718		232090
	0		232150
	6		361630
	91		363970
	25		365660
	146		274270
	33		365670
	0		366844
	49		368730
	1		369200
	0		374320
	18		257400
	47		382490
	489	59	386940
	738		291550
	0		22370
	142		22380
	0		38400
	0		38410
	0		38420
	111	111	388880
	177		352460
	199		391460
	26		391540
	39		395200
	3280		311210
	0		455130
	67		405640
	12		299360
	33		407530
	4		280790
	0		413850
	0		413851
	0		413852
	0		413853
	0		413854
	0		413855
	0		413856
	0		413857
	0		413858
	0		413859
	0		458250
	0		458260
	0		458270
	0		458280
	0		458300
	0		458310
	0		458320
	0		497810
	0		497811
	0		497812
	0		497813
	0		585280
	0		585281
	0		585282
	0		585283
	268		225540
	24		417860
	37		418360
	0		271920
	73		40720
	28		421120
	59		422970
	39		427270
	1688		359550
	0		623990
	3172	489	239140
	0		429180
	12		429570
	45		310950
	235		427730
	37		424280
	130		434570
	3		435060
	115		244930
	8		230270
	478		444090
	0		596350
	61		448510
	1		450390
	340		252950
	404		207140
	62		465840
	900		379720
	1188		377160
	64		48000
	0		496920
	46		273350
	38		507010
	0		402570
	0		515690
	20		530700
	4		533200
	266		536220
	0		545100
	73		469820
	4	4	546390
	0		555570
	2685		447040
	1848	666	578080
	43		581630
	317		584210
	185	2	588430
	60		622650
	9		394230
	127	127	674940
	7	7	691130
7.65612E+16	1412		300
	2541		220
	57		340
	1929		240
	19		320
	0		360
	581		380
	95834		4000
	1063		4500
	830		420
	512		10500
	384		33900
	1239	15	550
	0		223530
	56		22370
	363	282	41700
	6		33930
	0		219540
	57		24780
	5063	569	8930
	1832		12210
	1		12220
	4059		105600
	4		33460
	346		35450
	162		236830
	4496		72850
	1085		2400
	153		2420
	0		2430
	4109		105450
	130		22380
	6299	1426	730
	759		34330
	37		219640
	6994		221380
	35		51100
	26		203290
	545		223710
	808		248570
	0		224260
	9671	23	233450
	42		219740
	0		322330
	565		244850
	34		218620
	495		238320
	229		239200
	924		252490
	25746		214950
	2834		107410
	91		221910
	1473		238430
	537		264710
	203		265930
	49		221100
	261		236510
	13		244450
	4944		222880
	2603		200510
	84	84	294100
	98		63380
	483	94	291480
	162		313120
	261		227940
	267		314280
	264		287450
	80		346010
	192		325610
	7		349700
	36		355180
	1271		255710
	4		341940
	21		377160
	281		352460
	16		431240
	610		268500
	4241	1	447820
	726		364360
	1245		503560
	203		289070
	43		578080
7.65612E+16	23		4000
	0		23490
	0		43110
	49		9940
	227		42910
	5505		105600
	15234		49520
	2		7510
	0		205790
	9		47410
	1040		99900
	1641		109600
	828		200210
	22		207230
	0		230410
	702		236390
	4218		238960
	27		300970
	20		214420
	1176		242720
	1662		236090
	226		218620
	7019		264360
	16		266210
	968		550
	0		223530
	163		250180
	1		292630
	5		297020
	0		351030
	83		300040
	57		304050
	5		304930
	0		63380
	380		268420
	5		314250
	5		258160
	4		338050
	61		338180
	66		346900
	5123		372000
	0		57300
	442		236110
	1		428430
	5		444090
	0		596350
	285		487430
	27		518660
	14		537180
	0		305050
7.65612E+16	483		4000
	598		24780
	209		47890
	1138		620
	400		72200
	21809		105600
	13995		72850
	465		49520
	1103		203140
	6		205930
	20		212070
	232		218230
	395		230410
	5		39000
	5		271290
	32641	739	220200
	16487		244850
	1015		207140
	0		368730
	379		265930
	6699		271590
	1205		275850
	137		285900
	9		298260
	22		301520
	1358		304050
	1121		313120
	0		205790
	96		322500
	265		301970
	122		214490
	150		730
	19		333930
	1166		333950
	0		349110
	4530	89	230290
	39		346010
	34		298630
	1436		306130
	2662		359320
	12		391270
	6685		427520
	253		236870
	124		475550
	0		489830
7.65612E+16			
7.65612E+16			
7.65612E+16	354		4000
	314		10500
	5612	7	6060
	0		10180
	228		10190
	521		550
	0		223530
	357		32470
	10		33910
	21		33930
	0		219540
	88		32510
	70		208580
	6		248570
	68		224580
	104		242760
	865		213850
	301		214950
	81		234670
	220		304930
	13		227940
	14528		730
	125		339610
7.65612E+16	112		1510
	59845		4000
	1543		550
	0		223530
	76		8190
	1058		105600
	4687		72850
	1037		55230
	1201		22380
	13		104900
	131		113200
	905		200260
	1100		204360
	845		49520
	372		221640
	23		227300
	5		51100
	60		113400
	143		113420
	51		200210
	336		206210
	240		208090
	0		212500
	278		230410
	578		236390
	2		238260
	0		209870
	5		214420
	511		218470
	25		223710
	295		262410
	165		265630
	2		265770
	15		241640
	49		253710
	4		263540
	728		233450
	682		219740
	574		322330
	249		239030
	12039		218620
	1800		209000
	625		239820
	339		222880
	197		219640
	28		242050
	515		260230
	194		264140
	714		242700
	82		265930
	298		266430
	1031		211820
	0		367540
	93		221100
	1088	1088	268910
	272		270850
	464		274190
	1274		246620
	823		285900
	50		293260
	299		298240
	61		298260
	1217		298630
	719		238460
	9		300080
	2488		301520
	0		304030
	842		304050
	7656		304930
	0		306830
	1		310380
	0		291480
	63		312990
	38		227940
	52		315640
	16		316010
	101		317360
	90		319510
	34		323370
	194		238320
	1725		730
	93		332800
	8		333930
	90		334420
	37		339610
	363		219150
	383		274170
	114		340150
	31		340350
	29		341750
	195		346010
	21		346900
	33		351800
	34		355530
	1		355840
	286		356570
	1		375950
	16		244050
	0		380600
	5		385370
	361		386360
	34		388090
	20		390670
	264		352460
	2		391780
	0		397900
	18		416690
	74		417860
	12		314000
	418		431240
	253		434730
	153		438920
	3317		444090
	0		596350
	7		462930
	33		468560
	145		474750
	15		485380
	2		273350
	35		319630
	33		529110
	77		564710
	119		589870
	25		559460
7.65612E+16	11568		4000
	6		29800
	327		550
	0		223530
	11		33910
	48		33930
	0		219540
	0		205790
	119		10
	0		80
	0		100
	463		240
	41050		730
	183		219640
	165		230410
	581		236390
	17		272350
	538		265630
	21		271290
	20		224260
	1		224580
	147		220240
	717		218620
	359		251570
	1945		252490
	32046	454	107410
	0		222900
	243		238460
	15478		304930
	876		227940
	119		202090
	0		24240
	277		333930
	0		219740
	2657		322330
	326	166	12120
	0		12250
	101		349700
	0		351490
	0		355840
	0		370100
	16		57300
7.65612E+16	1245		4000
	992		7940
	1421		10090
	86		201700
	40		206210
	1764		218230
	983		230410
	0		218620
	10592		252490
	8648		252950
	1251		107410
	93		238430
	19115		221100
	2		33910
	285		33930
	1		65700
	1		65720
	0		219540
	1		224580
	0		222900
	1038		299740
	1009		63380
	91		227940
	311		317360
	24373		730
	0		333930
	15		339610
	61		380600
	149		386360
	1620		291550
	96		389570
	26		352460
	7149		433850
	0		439700
	28		434110
	0		502550
	539		505040
	23		530620
	0		550650
	8465		578080
	0		593880
7.65612E+16	32		240
	7511		4000
	2591		550
	0		223530
	20		34190
	23		8190
	0		39670
	255		34270
	170		620
	1972		65800
	83		71340
	564		91310
	164		204360
	224		200170
	477		219640
	150		213610
	74		212480
	72		11020
	70		206210
	34		243870
	0		209870
	1		237310
	5		248570
	1		224260
	10		253710
	88		39140
	933		207140
	4		368730
	19		252490
	2209		252950
	0		208610
	431		245170
	633		234670
	83		264200
	228		265930
	22219		235900
	464	464	268910
	1835		271590
	13		273110
	42		274920
	76	55	213670
	67		246620
	16		282900
	241		285900
	133		246900
	0		255520
	83		265210
	1554		286160
	1119		304930
	394		8980
	221		49520
	77		291480
	0		268420
	6		227940
	90		319510
	478		274940
	74		322170
	621		45760
	24	16	327690
	200		301970
	184		211420
	509		332800
	5256		323470
	182		250900
	351		273350
	83		2400
	0		2420
	7		2430
	0		339610
	9		301640
	21		346110
	0		407530
	0		355840
	79		356640
	0		356670
	31		297130
	0		261640
	6		359050
	40		372360
	700		312530
	103		291550
	59		389050
	210		352460
	5		391460
	0		401190
	0		405640
	9		299360
	480		236110
	149		413150
	0		225540
	0		429470
	1066		431240
	0		431710
	382		433850
	0		439700
	0		439250
	6		205230
	12		205950
	736	31	444090
	0		596350
	0		446640
	389		449800
	2633	92	454650
	410		470220
	74		359550
	0		623990
	119		489830
	22		591960
	145		383980
	36		622650
	5		305050
	0		38400
7.65612E+16	13		4000
	0		16730
	441		40300
	473		12210
	0		12220
	0		92800
	0		70000
	0		201570
	73213	193	730
	0		219640
	0		57690
	0		203290
	157		230410
	3915		272350
	0		202090
	0		224260
	0		246280
	12		232010
	11384		72850
	25		239450
	7818		218620
	116		252490
	2423		214950
	13264		107410
	4448		295110
	0		362300
	2637		433850
	0		439700
	512		209650
	698		209660
	0		304050
	655		304930
	13		8600
	1		8660
	0		211500
	0		224600
	184		291480
	0		227940
	0		222900
	0		205790
	730		48700
	0		223650
	38		322330
	0		342580
	203		306130
	0		249230
	100		352460
	0		391460
	0		57300
	63		311210
	0		455130
	167		407250
	0		319630
	0		505210
	4565		292030
	0		545100
	6		489830
	0		504370
7.65612E+16			
7.65612E+16	1312		4000
	1567		550
	0		223530
	307	34	105600
	62		230410
	0		226320
	18		233720
	128		252330
	21		253430
	1230		271590
	43		274900
	10		304930
	234		319510
	1367		322170
	878		332800
	0		345520
	17		354140
	150		388090
	6538	2	352460
	105		417860
	454		239140
	456		427730
	316		508550
	533		589590
7.65612E+16	2930	152	4000
	0		9340
	2843		228200
	9		17390
	566		17440
	420		33910
	13		24720
	556		6060
	29		6000
	880		550
	0		223530
	173		24960
	9		8190
	704		49600
	1584		32470
	446		33930
	0		219540
	1		65700
	8		65720
	217		70000
	382		620
	797		105600
	0		42680
	107		42690
	940		72850
	0		201700
	274		104900
	2		4560
	37		20540
	581		204360
	729		219640
	8		57690
	35		17080
	45		102700
	52		109400
	153		109600
	95		113400
	42		200210
	860		203290
	0		211500
	411		218230
	981		230410
	68		236390
	0		240320
	74		39000
	24		214420
	92		223710
	47		242720
	579		271290
	2		42160
	8		202090
	540		206500
	0		224260
	81		253710
	1		224580
	798		242760
	813		238240
	203		207140
	192		368730
	2162		218620
	794		239820
	3231		251570
	250		252490
	804		252950
	86		253190
	699		253980
	0		254000
	1099		49520
	192		261180
	27		249130
	2362		211820
	0		367540
	505		268750
	53		269210
	1365		269770
	5493		8930
	7712	1568	271590
	496		274190
	1704		222880
	120		225840
	3196		48700
	398		286160
	652		286940
	1363		301520
	711		304050
	1779		304930
	31		227700
	1137		291480
	20		312990
	178		313120
	716		227940
	181		314410
	43		222900
	50	50	45760
	1029		65980
	77		319150
	466		324680
	171		326460
	254		328060
	374		227180
	87		17570
	24343	786	730
	706		241560
	585		332500
	769		334040
	21		335330
	38		337950
	1491		314420
	33		316390
	483		344760
	3314		346110
	19		407530
	29		349700
	8		353130
	156		255710
	142		355840
	297		356330
	42		356500
	2		365720
	994		322330
	57		376570
	1044		382850
	1359		386360
	605		291550
	178		352460
	131		396480
	1		397900
	276		413150
	40		429790
	381		431240
	439	1	433850
	0		439700
	166		434730
	189	189	439350
	293	21	444090
	0		596350
	0		348460
	12		449140
	76		394230
	96	18	359550
	0		623990
	0		486820
	880		442080
	392		273350
	1077		289070
	13		533200
	152		534500
	163		547180
	50		550650
	397		563560
	0		489520
	234		582660
	0		593880
	5452	545	506540
	0		572520
	32		436180
7.65612E+16	58		240
	17211		4000
	147		7940
	2		320
	0		340
	3579		15120
	0		17470
	5081		48700
	73		17410
	240		22380
	1867		47810
	683		620
	15666		105600
	1423		20920
	867		91700
	6254		49470
	59		107100
	0		3830
	0		65800
	8		204030
	241		48000
	40		204880
	336		207170
	0		104900
	294		108800
	0		206440
	49		108710
	0		202750
	164		211420
	40		211580
	667		209080
	2086		730
	1379		212680
	1057		204360
	897		200510
	0		205790
	7254		219640
	1118		42910
	2712		228280
	1213		212160
	3387		230410
	1316		236390
	22709	2	238960
	77		223710
	92		248570
	0		239220
	9		246280
	0		264380
	535		203160
	3487		107410
	571		8870
	357		219740
	576		322330
	292		225600
	402		222480
	7786		72850
	181		241600
	403		35720
	579		233250
	7745		213850
	82		238240
	473		224540
	5314		218620
	1287		235600
	288		239200
	605		249990
	169		207140
	250		252490
	313		253510
	1008		255070
	848		241540
	588		222640
	5507		257350
	2407		49520
	178		94400
	1376		262060
	810		262280
	3091		248820
	9122		211820
	0		367540
	1158		221100
	2301		230230
	310		373420
	0		249050
	7946		8930
	2925		550
	0		223530
	12600		236430
	4378		222880
	755		247000
	1686		286160
	199		296710
	541		238460
	276		237930
	203		300550
	8		15620
	713		20570
	33		56400
	1841		304930
	307		214190
	0		310080
	0		244630
	1613		227940
	15330		316010
	634		296470
	2785		261640
	5650		321800
	49		258520
	0		400430
	2302		323370
	5192		35450
	0		236830
	68		327690
	1560		268050
	572		342640
	0		342980
	774		346010
	3129		291650
	16		353360
	2425		235540
	0		299360
	2305		367520
	0		236110
	149		361800
	97		381210
	111		252950
	6916		386360
	42		291550
	35		352460
	200		391540
	213		395200
	297		437220
	2723		453480
	63		332310
	927		504370
	17		532840
	0		489830
	9657	115	578080
	78		582500
	635	32	588650
	4029	4029	594570
	4717	23	418460
7.65612E+16	470		240
	1755		4000
	268		6220
	0		23310
	75		22200
	67		33910
	392		1250
	0		35420
	21		11390
	1		10180
	510		10190
	1111		24960
	84		42700
	3429		42710
	183		42910
	246		44320
	1770		321040
	0		44340
	300		20920
	0		35480
	425		91310
	4259		35450
	0		236830
	43		42680
	6928		42690
	0		200020
	3977		72850
	151		12200
	0		104020
	0		6860
	22		35000
	0		206690
	0		201700
	0		6920
	0		6870
	6		6900
	0		6880
	0		211600
	169		104900
	0		12750
	0		11590
	8		12830
	98		214830
	193		209080
	0		204630
	96977		730
	0		11450
	18027		204300
	144		220860
	205		203140
	1013		219640
	830		57690
	0		6850
	92		227300
	2757		221380
	24		11020
	0		113420
	123		230410
	8163		236390
	237		265630
	148		224260
	164		256410
	366		203160
	115		44350
	231		113020
	109		215690
	887		242760
	140		242880
	0		12100
	0		12110
	165		12120
	924		12210
	0		12220
	0		12230
	0		12240
	0		12250
	667		224540
	0		242940
	306		248610
	922		218620
	75		249650
	174		225280
	0		249990
	19533		252490
	32106		252950
	0		253900
	0		254000
	80		243450
	141		243800
	1484		49520
	10197		107410
	101		255370
	0		242980
	0		247430
	634		260230
	3		238430
	0		262280
	65		265930
	0		267940
	77		218640
	0		268850
	35		270550
	1176		228380
	0		272860
	111		274310
	2626		222880
	965		213670
	96		282440
	0		287120
	46		287340
	75		258180
	0		233290
	0		292380
	0		292600
	0		292630
	0		261510
	210		296470
	1		298260
	0		253470
	435		304050
	471		304930
	866		238090
	1477		310560
	393		227940
	14		314280
	59		316010
	0		319910
	210		268050
	70		238320
	24		329380
	346		333930
	23		345520
	544		346110
	0		407530
	1165		346900
	1160		376210
	10701		380600
	32		385770
	0		295790
	174		391460
	93		393410
	1557		393430
	428		311210
	0		455130
	698		359550
	0		623990
	483		431240
	637		444090
	0		596350
	3561		555570
	0		489520
	12732	2751	578080
7.65612E+16	617		7940
	2560		550
	0		223530
	501		33900
	61		33930
	57		219540
	18005		8930
	598		45760
	12287		105600
	1394		204360
	1341		219640
	7345		11610
	47652	22	230410
	12851		238960
	337		91310
	1401		216250
	3645	143	242920
	1118		207140
	0		368730
	2693		248820
	5272		218620
	1887		252490
	1079		252950
	4075		49520
	4431		107410
	133		238430
	9473		264710
	2291	1810	211820
	0		367540
	2151		221100
	976		270150
	26		281990
	4583		236430
	3775		289070
	5739		219740
	5145		322330
	3473		295110
	0		362300
	0		433850
	0		439700
	1		222900
	669		304030
	812		65930
	1979		200510
	1577		313120
	77		227940
	5839		65980
	954		730
	0		333930
	1041		334230
	63		342620
	22210		346110
	0		407530
	39		344760
	706		360940
	1202		361420
	14135		377160
	930		312530
	3040		239140
	771		431240
	199		434570
	4107		365590
	0		524440
	3822		578080
7.65612E+16	531		220
	1		340
	5796		4000
	2645		10090
	687		6060
	76		32370
	19		6030
	466		6020
	3244		550
	1		223530
	23		40300
	360		22380
	128		32500
	35		50300
	8		70000
	295		620
	7599		105600
	87		20920
	64		57900
	381		19680
	126		113200
	80		3830
	1077		65800
	269		32800
	386		2400
	51		2420
	13		2430
	245		67370
	508		41070
	0		564310
	451		207170
	441		200710
	0		206610
	118		104900
	184		205910
	257		91310
	1783		1250
	4		35420
	1026		209080
	620		202170
	3627	48	204300
	1453		200260
	546		219640
	3		57690
	209		4920
	171		223470
	151		204880
	1		221640
	194		220440
	59		218060
	131		228260
	27		6370
	59		17080
	283		109600
	52		113420
	1019		200210
	0		201230
	1033		207230
	140		212500
	21		212800
	1033		218230
	4575	93	230410
	3		236390
	1		238070
	343		238960
	94		263500
	67		223390
	167		223710
	10		259020
	270		265630
	64		286100
	245		202090
	450		206500
	14		224260
	305		226320
	8		226980
	2696		235340
	1998		239220
	12		246280
	29		233450
	319		219740
	1098	258	322330
	31		238210
	2379		72850
	1890		241600
	461		35720
	625		242760
	266		242880
	68		242920
	359		231740
	16		39140
	97		244770
	1		40390
	43		6880
	532		8190
	11		218820
	286		248310
	472		209000
	7448		218620
	204		233840
	9		250500
	142		250760
	3885		250900
	523		207140
	40		252410
	425		252630
	1307		252870
	412		252950
	0		253960
	0		254020
	91		249990
	0		208610
	125		245170
	68		236450
	165		233130
	6		255520
	11		257710
	212		238010
	38		258590
	830		49520
	0		259340
	0		259360
	272		259570
	11		94400
	85		221910
	288		249130
	1360		242700
	580		262060
	333		39210
	20		263320
	293		264200
	10		264360
	655		248820
	207		108600
	633		219830
	259		265930
	2		266150
	40		266210
	44		266430
	347		257750
	881		211820
	0		367540
	78		221100
	839		249050
	583		268750
	375		269770
	34		270450
	1667		210770
	1320		8930
	1530		271590
	6		271920
	0		272470
	549		201790
	67		255030
	300		274170
	22		274230
	17		274290
	6		274350
