steam_appid,name,type,initial_price,release_date,score,recommendation,windows,mac,linux,header_image
20,Team Fortress Classic,game,4.99,1999-04-01 00:00:00,,3123.0,1,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/20/header.jpg?t=1447350811
1300,SiN Episodes: Emergence,game,9.99,2006-05-10 00:00:00,75.0,434.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/1300/header.jpg?t=1464638889
1640,Disciples II: Gallean's Return,game,6.99,2006-07-06 00:00:00,84.0,523.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/1640/header.jpg?t=1447350862
1700,Arx Fatalis,game,4.99,2007-04-03 00:00:00,77.0,555.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/1700/header.jpg?t=1478190772
2290,Final DOOM,game,4.99,2007-08-03 00:00:00,,502.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/2290/header.jpg?t=1447351098
2300,DOOM II,game,4.99,2007-08-03 00:00:00,83.0,1933.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/2300/header.jpg?t=1449848674
2540,RIP - Trilogy™,game,4.99,2007-06-01 00:00:00,,308.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/2540/header.jpg?t=1501868093
2570,Vigil: Blood Bitterness™,game,0.0,2007-06-29 00:00:00,61.0,131.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/2570/header.jpg?t=1472555208
2700,RollerCoaster Tycoon® 3: Platinum,game,19.99,2008-03-12 00:00:00,81.0,3175.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/2700/header.jpg?t=1485262035
2720,ThreadSpace: Hyperbol,game,9.99,2007-07-12 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/2720/header.jpg?t=1447351073
2800,X2: The Threat,game,4.99,2006-07-21 00:00:00,72.0,221.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/2800/header.jpg?t=1458207805
2820,X3: Terran Conflict,game,15.99,2008-10-16 00:00:00,73.0,1549.0,1,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/2820/header.jpg?t=1494860085
3000,GTI Racing,game,4.99,2006-08-24 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/3000/header.jpg?t=1506341353
3020,Call of Juarez™,game,9.99,2007-11-08 00:00:00,72.0,644.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/3020/header.jpg?t=1506340484
3380,Dynomite Deluxe,game,4.99,2006-08-30 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/3380/header.jpg?t=1447350881
3410,Heavy Weapon Deluxe,game,4.99,2006-08-30 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/3410/header.jpg?t=1447350883
3430,Pizza Frenzy Deluxe,game,4.99,2006-08-30 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/3430/header.jpg?t=1447350886
3450,Typer Shark! Deluxe,game,4.99,2006-08-30 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/3450/header.jpg?t=1447350888
3510,Amazing Adventures The Lost Tomb™,game,4.99,2007-12-13 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/3510/header.jpg?t=1447351196
3530,Amazing Adventures Around the World,game,4.99,2009-04-15 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/3530/header.jpg?t=1447351774
3590,Plants vs. Zombies GOTY Edition,game,4.99,2009-05-05 00:00:00,87.0,9937.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/3590/header.jpg?t=1447351772
3600,Escape Rosecliff Island,game,4.99,2009-04-15 00:00:00,,137.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/3600/header.jpg?t=1447351775
3620,Zuma's Revenge!,game,4.99,2009-09-15 00:00:00,78.0,318.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/3620/header.jpg?t=1447352467
3910,Sid Meier's Civilization® III Complete,game,4.99,2006-10-25 00:00:00,90.0,1781.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/3910/header.jpg?t=1447350926
4000,Garry's Mod,game,9.99,2006-11-29 00:00:00,,303401.0,1,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/4000/header.jpg?t=1497714104
4230,RACE - The WTCC Game,game,39.99,2006-11-24 00:00:00,,148.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/4230/header.jpg?t=1478078220
4290,RACE: Caterham Expansion,game,4.99,2007-06-22 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/4290/header.jpg?t=1478078209
4470,Silverfall: Earth Awakening,game,9.99,2008-07-18 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/4470/header.jpg?t=1447351337
4560,Company of Heroes,game,19.99,2007-07-17 00:00:00,93.0,4790.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/4560/header.jpg?t=1497048828
4720,Condemned: Criminal Origins,game,16.99,2012-10-29 00:00:00,78.0,1168.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/4720/header.jpg?t=1447356915
4760,Rome: Total War™ - Collection,game,9.99,2007-08-28 00:00:00,92.0,6738.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/4760/header.jpg?t=1447351025
4880,Cossacks: European Wars,game,4.99,2011-08-26 00:00:00,74.0,176.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/4880/header.jpg?t=1447354583
6080,Thrillville®: Off the Rails™,game,9.99,2009-07-08 00:00:00,70.0,237.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6080/header.jpg?t=1491021102
6120,Shank,game,9.99,2010-10-25 00:00:00,67.0,1493.0,1,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/6120/header.jpg?t=1478110226
6210,Vegas: Make It Big™,game,4.99,2006-12-21 00:00:00,,111.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6210/header.jpg?t=1447350950
6250,Making History: The Calm & the Storm,game,4.99,2007-03-13 00:00:00,70.0,520.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6250/header.jpg?t=1447350978
6270,Ducati World Championship,game,4.99,2007-09-21 00:00:00,35.0,171.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6270/header.jpg?t=1447351133
6310,The Longest Journey,game,9.99,2007-05-01 00:00:00,91.0,982.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6310/header.jpg?t=1479319224
6550,Devil May Cry® 3 Special Edition,game,19.99,2007-06-12 00:00:00,66.0,1900.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6550/header.jpg?t=1447351062
6810,Commandos: Beyond the Call of Duty,game,4.99,2007-03-15 00:00:00,,353.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6810/header.jpg?t=1478799916
6880,Just Cause,game,6.99,2007-03-15 00:00:00,75.0,1855.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6880/header.jpg?t=1501256879
6900,Hitman: Codename 47,game,6.99,2007-03-15 00:00:00,73.0,1283.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/6900/header.jpg?t=1506952399
7210,"Runaway, A Road Adventure",game,9.99,2007-03-14 00:00:00,74.0,283.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7210/header.jpg?t=1447350992
7660,X-COM: Apocalypse,game,4.99,2008-09-04 00:00:00,,376.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7660/header.jpg?t=1447351436
7730,X-COM: Interceptor,game,4.99,2008-09-04 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7730/header.jpg?t=1447351437
7770,X-COM: Enforcer,game,4.99,2008-09-04 00:00:00,65.0,243.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7770/header.jpg?t=1447351445
7940,Call of Duty® 4: Modern Warfare®,game,19.99,2007-11-12 00:00:00,92.0,7981.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/7940/header.jpg?t=1485220597
8190,Just Cause 2,game,14.99,2010-03-23 00:00:00,84.0,31721.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8190/header.jpg?t=1501256939
8310,Bone: Out From Boneville,game,0.0,2008-06-17 00:00:00,68.0,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8310/header.jpg?t=1447351351
8330,Telltale Texas Hold ‘Em,game,2.99,2008-06-17 00:00:00,,101.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8330/header.jpg?t=1447351362
8350,Strong Bad's Cool Game for Attractive People: Episode 2,game,,,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8350/header.jpg?t=1467151442
8370,Strong Bad's Cool Game for Attractive People: Episode 4,game,,,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8370/header.jpg?t=1467151467
8500,EVE Online,game,0.0,2010-12-15 00:00:00,88.0,7474.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8500/header.jpg?t=1507631666
8880,Freedom Force,game,4.99,2009-05-29 00:00:00,90.0,300.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/8880/header.jpg?t=1447351869
9480,Saints Row 2,game,9.99,2009-01-07 00:00:00,72.0,10427.0,1,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/9480/header.jpg?t=1479286077
9500,Gish,game,9.99,2007-07-20 00:00:00,80.0,240.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9500/header.jpg?t=1447351091
9710,Desperados 2: Cooper's Revenge,game,9.99,2008-03-12 00:00:00,66.0,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9710/header.jpg?t=1472035505
9730,Tycoon City: New York,game,9.99,2008-03-12 00:00:00,67.0,132.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9730/header.jpg?t=1486757370
9880,Champions Online,game,0.0,2011-06-14 00:00:00,72.0,2518.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9880/header.jpg?t=1493835766
9900,Star Trek Online,game,0.0,2012-01-31 00:00:00,76.0,8497.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9900/header.jpg?t=1507049942
9940,Blade Kitten,game,2.99,2014-05-22 00:00:00,52.0,796.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9940/header.jpg?t=1447353463
9960,Haunted House™,game,5.99,2010-09-28 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/9960/header.jpg?t=1447353580
10100,King's Quest™ Collection,game,19.99,2009-07-23 00:00:00,,123.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10100/header.jpg?t=1481829482
10120,Aces of the Galaxy™,game,9.99,2009-07-23 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10120/header.jpg?t=1447352326
10180,Call of Duty®: Modern Warfare® 2,game,19.99,2009-11-11 00:00:00,86.0,27665.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10180/header.jpg?t=1492633733
10680,Aliens vs. Predator™,game,14.99,2010-02-16 00:00:00,68.0,8861.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/10680/header.jpg?t=1447352374
11130,Sherlock Holmes: The Mystery of the Mummy,game,0.0,2009-08-06 00:00:00,61.0,150.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/11130/header.jpg?t=1478618014
11190,Sherlock Holmes versus Jack the Ripper,game,9.99,2009-12-23 00:00:00,73.0,314.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/11190/header.jpg?t=1464276576
11200,Shadowgrounds Survivor,game,9.99,2007-11-14 00:00:00,79.0,522.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/11200/header.jpg?t=1476272913
11240,Space Trader: Merchant Marine,game,4.99,2008-10-23 00:00:00,,588.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/11240/header.jpg?t=1447351415
11260,Pacific Storm Allies,game,7.99,2008-08-18 00:00:00,60.0,114.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/11260/header.jpg?t=1505977810
11280,Penguins Arena: Sedna's World,game,5.99,2008-12-18 00:00:00,,923.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/11280/header.jpg?t=1478073822
11450,Overlord™,game,4.99,2009-11-12 00:00:00,81.0,2998.0,1,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/11450/header.jpg?t=1469618465
11560,Maelstrom: The Battle for Earth Begins,game,4.99,2009-02-13 00:00:00,58.0,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/11560/header.jpg?t=1447351435
12140,Max Payne,game,9.99,2008-01-04 00:00:00,89.0,2906.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/12140/header.jpg?t=1478120506
12160,Midnight Club 2,game,9.99,2008-01-04 00:00:00,81.0,522.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/12160/header.jpg?t=1478120932
12200,Bully: Scholarship Edition,game,14.99,2008-10-21 00:00:00,72.0,7932.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/12200/header.jpg?t=1478118908
12220,Grand Theft Auto: Episodes from Liberty City,game,19.99,2010-04-12 00:00:00,,7048.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/12220/header.jpg?t=1505339165
12420,Perimeter 2: New Earth,game,14.99,2009-02-10 00:00:00,43.0,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/12420/header.jpg?t=1447351675
12580,Dr. Daisy Pet Vet,game,9.99,2008-07-29 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/12580/header.jpg?t=1447351247
12630,Legend - Hand of God,game,9.99,2009-05-05 00:00:00,57.0,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/12630/header.jpg?t=1447351761
12670,Mission Runway,game,9.99,2009-07-17 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/12670/header.jpg?t=1466451808
12770,Rise of the Argonauts,game,9.99,2009-01-07 00:00:00,59.0,444.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/12770/header.jpg?t=1447351514
12790,Damnation,game,9.99,2009-05-22 00:00:00,41.0,275.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/12790/header.jpg?t=1447351868
12830,Operation Flashpoint: Dragon Rising,game,9.99,2009-10-06 00:00:00,76.0,1361.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/12830/header.jpg?t=1447352525
13530,Prince of Persia: The Two Thrones™,game,9.99,2008-11-21 00:00:00,85.0,322.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/13530/header.jpg?t=1447351264
15130,Beyond Good and Evil™,game,9.99,2008-05-13 00:00:00,,1566.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/15130/header.jpg?t=1447351297
15170,Heroes of Might & Magic V,game,9.99,2008-05-13 00:00:00,77.0,1049.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/15170/header.jpg?t=1447351319
15300,Tom Clancy's Ghost Recon®,game,9.99,2008-07-15 00:00:00,80.0,455.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/15300/header.jpg?t=1447351361
15320,IL-2 Sturmovik: 1946,game,9.99,2008-06-13 00:00:00,86.0,1119.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/15320/header.jpg?t=1468404696
15520,AaAaAA!!! - A Reckless Disregard for Gravity,game,9.99,2009-09-03 00:00:00,81.0,622.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/15520/header.jpg?t=1447352416
15540,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),game,9.99,,,450.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/15540/header.jpg?t=1447354087
15700,Oddworld: Abe's Oddysee®,game,2.99,2008-08-28 00:00:00,,2242.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/15700/header.jpg?t=1461320042
15930,Luxor 3,game,9.99,2008-06-10 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/15930/header.jpg?t=1447351187
16000,Discovery! A Seek and Find Adventure,game,9.99,2008-07-29 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/16000/header.jpg?t=1447351379
16020,Samantha Swift and the Hidden Roses of Athena,game,9.99,2008-10-31 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/16020/header.jpg?t=1447351494
16060,Samantha Swift and the Golden Touch,game,9.99,2009-04-29 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/16060/header.jpg?t=1473267681
16180,Virtual Villagers - The Secret City,game,9.99,2008-05-28 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/16180/header.jpg?t=1447351335
16300,Everyday Shooter,game,9.99,2008-05-08 00:00:00,77.0,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/16300/header.jpg?t=1447351312
16600,Trials 2: Second Edition,game,9.99,2008-05-28 00:00:00,,188.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/16600/header.jpg?t=1447351307
16620,Monster Trucks Nitro ,game,19.99,2009-01-29 00:00:00,,,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/16620/header.jpg?t=1447351670
16720,Velvet Assassin,game,4.99,2009-05-01 00:00:00,61.0,1881.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/16720/header.jpg?t=1447351446
17100,Children of the Nile: Enhanced Edition,game,7.99,2008-07-08 00:00:00,75.0,168.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/17100/header.jpg?t=1447351375
17120,Children of the Nile: Alexandria,game,2.49,2008-09-22 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/17120/header.jpg?t=1447351440
17140,Hinterland,game,9.99,2008-09-30 00:00:00,65.0,134.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/17140/header.jpg?t=1447351490
17330,Crysis Warhead®,game,19.99,2008-09-17 00:00:00,84.0,1507.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/17330/header.jpg?t=1447351452
17410,Mirror's Edge™,game,19.99,2009-01-14 00:00:00,81.0,17473.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/17410/header.jpg?t=1447351617
17430,Need for Speed Undercover,game,9.99,2008-12-19 00:00:00,65.0,2383.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/17430/header.jpg?t=1447351585
17450,Dragon Age: Origins,game,19.99,2009-11-05 00:00:00,91.0,5278.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/17450/header.jpg?t=1447351620
17470,Dead Space,game,19.99,2009-01-09 00:00:00,86.0,7854.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/17470/header.jpg?t=1447351588
17710,Nuclear Dawn,game,9.99,2011-09-26 00:00:00,71.0,1914.0,1,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/17710/header.jpg?t=1478045571
18120,Unstoppable Gorg,game,9.99,2012-01-19 00:00:00,73.0,219.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/18120/header.jpg?t=1480408485
18480,Mata Hari,game,9.99,2009-07-29 00:00:00,63.0,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/18480/header.jpg?t=1447352353
18500,Defense Grid: The Awakening,game,9.99,2008-12-08 00:00:00,81.0,3055.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/18500/header.jpg?t=1447351522
18700,And Yet It Moves,game,9.99,2009-04-02 00:00:00,75.0,1009.0,1,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/18700/header.jpg?t=1487235225
19030,Rocket Knight,game,14.99,2010-05-11 00:00:00,63.0,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/19030/header.jpg?t=1468523309
19200,Tank Universal,game,4.99,2008-08-21 00:00:00,,399.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/19200/header.jpg?t=1447351414
19810,The Sum of All Fears,game,9.99,2008-10-10 00:00:00,72.0,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/19810/header.jpg?t=1447351478
19930,The Settlers®: Rise Of An Empire Gold Edition,game,19.99,2008-10-10 00:00:00,66.0,179.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/19930/header.jpg?t=1447351486
20710,Mr. Robot,game,9.99,2008-11-03 00:00:00,83.0,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/20710/header.jpg?t=1499419184
20900,The Witcher: Enhanced Edition Director's Cut,game,9.99,2008-09-19 00:00:00,86.0,22215.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/20900/header.jpg?t=1449498563
20920,The Witcher 2: Assassins of Kings Enhanced Edition,game,19.99,2012-04-16 00:00:00,88.0,32202.0,1,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/20920/header.jpg?t=1478083475
21670,Bionic Commando,game,9.99,2009-07-28 00:00:00,69.0,733.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/21670/header.jpg?t=1447351860
22130,Hearts of Iron 2 Complete,game,14.99,2009-01-23 00:00:00,83.0,202.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/22130/header.jpg?t=1447351672
22300,Fallout 3,game,10.99,2008-10-28 00:00:00,91.0,10110.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/22300/header.jpg?t=1506541249
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,game,14.99,2009-06-16 00:00:00,89.0,7848.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/22320/header.jpg?t=1498138106
22340,Call of Cthulhu®: Dark Corners of the Earth,game,4.99,2009-06-16 00:00:00,76.0,1403.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/22340/header.jpg?t=1447351848
22380,Fallout: New Vegas,game,9.99,2010-10-19 00:00:00,84.0,52588.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/22380/header.jpg?t=1497935246
22610,Alien Breed: Impact,game,9.99,2010-06-03 00:00:00,64.0,895.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/22610/header.jpg?t=1447352829
22650,Alien Breed 2: Assault,game,9.99,2010-09-22 00:00:00,63.0,607.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/22650/header.jpg?t=1448452798
22670,Alien Breed 3: Descent,game,9.99,2010-11-17 00:00:00,64.0,268.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/22670/header.jpg?t=1448452706
23380,Gyromancer,game,5.99,2009-11-18 00:00:00,71.0,198.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/23380/header.jpg?t=1478809230
23500,Puzzle Quest: Galactrix,game,9.99,2009-02-24 00:00:00,72.0,249.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/23500/header.jpg?t=1478043305
24420,Aquaria,game,9.99,2008-12-15 00:00:00,82.0,991.0,1,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/24420/header.jpg?t=1447351632
24460,King Arthur: Fallen Champions,game,4.99,2011-09-16 00:00:00,54.0,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/24460/header.jpg?t=1447354688
24740,Burnout Paradise: The Ultimate Box,game,19.99,2009-03-12 00:00:00,87.0,9523.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/24740/header.jpg?t=1450909984
24780,SimCity™ 4 Deluxe Edition,game,19.99,2010-07-20 00:00:00,,3340.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/24780/header.jpg?t=1485262726
24980,Mass Effect 2,game,19.99,2010-01-26 00:00:00,94.0,9376.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/24980/header.jpg?t=1447352739
25500,Cricket Revolution,game,2.99,2009-10-28 00:00:00,,110.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/25500/header.jpg?t=1447352382
25890,Hearts of Iron III,game,9.99,2009-08-07 00:00:00,77.0,3617.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/25890/header.jpg?t=1481047608
25900,King's Bounty: The Legend,game,6.99,2009-05-01 00:00:00,79.0,1102.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/25900/header.jpg?t=1493888113
26500,Cogs,game,9.99,2009-04-14 00:00:00,73.0,677.0,1,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/26500/header.jpg?t=1447351765
27000,The Path,game,9.99,2009-03-18 00:00:00,79.0,604.0,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/27000/header.jpg?t=1447351736
27600,Mevo and The Grooveriders,game,9.99,2009-03-20 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/27600/header.jpg?t=1447351755
27800,Space Giraffe,game,9.99,2009-03-19 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/27800/header.jpg?t=1447351752
29120,Yumsters 2: Around the World,game,4.99,2009-11-12 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/29120/header.jpg?t=1447351724
29180,Osmos,game,9.99,2009-08-18 00:00:00,80.0,874.0,1,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/29180/header.jpg?t=1447352306
31180,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,game,,2009-08-20 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/31180/header.jpg?t=1467151670
31210,Tales of Monkey Island Complete Pack: Chapter 5 - Rise of the Pirate God,game,,2009-12-01 00:00:00,,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/31210/header.jpg?t=1467151878
31230,Sam & Max 302: The Tomb of Sammun-Mak,game,,,,,1,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/31230/header.jpg?t=1495060464
31700,Iron Grip: Warlord,game,,2008-12-05 00:00:00,59.0,338.0,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/31700/header.jpg?t=1447353019
31900,Nancy Drew®: The Creature of Kapu Cave,game,6.99,2009-07-17 00:00:00,68.0,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/31900/header.jpg?t=1490219713
31980,Nancy Drew®: Ransom of the Seven Ships,game,6.99,2009-07-21 00:00:00,78.0,,1,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/31980/header.jpg?t=1489703105
